Communication_Group,Communication_Type,Fuel_Type,Zone,Supplier,Elec_Customer_No,Gas_Customer_No,Title,First_Name,Last_Name,Address_Line_1,Address_Line_2,Address_Line_3,Town,Postcode,Title_1,First_Name_1,Last_Name_1,Title_2,First_Name_2,Last_Name_2,Email_Address,Elec_Paperless,Gas_Paperless,Elec_Old_Stdg_Chrg,Elec_New_Stdg_Chrg,Elec_Old_Unit_1_Inc_Vat,Elec_New_Unit_1_Inc_Vat,Elec_Old_Unit_2_Inc_Vat,Elec_New_Unit_2_Inc_Vat,Elec_Old_Unit_3_Inc_Vat,Elec_New_Unit_3_Inc_Vat,Elec_Old_Unit_4_Inc_Vat,Elec_New_Unit_4_Inc_Vat,Gas_Old_Stdg_Chrg_Inc_Vat,Gas_New_Stdg_Chrg_Inc_Vat,Gas_Old_Unit_1_Inc_Vat,Gas_New_Unit_1_Inc_Vat,Elec_Total_Old_Cost,Elec_Total_New_Cost,Elec_Total_Savings_Cost,Elec_Total_Increase_Cost,Gas_Total_Old_Cost,Gas_Total_New_Cost,Gas_Total_Savings_Cost,Gas_Total_Increase_Cost,Cheapest_Similar_Tariff,Elec_Cheapest_Saving,Cheapest_Overall_Tariff,Elec_Cheapest_Overall_saving,Gas_Cheapest_Similar_Tariff,Gas_Cheapest_Saving,Gas_Cheapest_Overall_Tariff,Gas_Overall_Saving,Elec_Annual_Flag,Elec_Annual_Usage,SPID,Elec_Tariff_Name,Elec_Payment_Method,Gas_Annual_Flag,Gas_Annual_Usage,Gas_SPID,Gas_Tariff_Name,Gas_Payment_Method,Elec_Current_Prices_Until,Gas_Current_Prices_Until,Price_Implementation_Date,Price_Promise_Date,Cancellation_Date,Front_Of_Letter_No,Website,Elec_Price_Table_Code,Gas_Price_Table_Code,Date_Last_Updated,Total_Change,Total_Old_Costs,Total_New_Costs,Anytime_Consumption,Peak_Consumption,OffPeak_Consumption,Heating_Consumption,Evening_And_Weekend_Consumption,Marketing_pref,Beyond_eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,23686732,23686732,Mrs,Margaret,Wills,37 Vulcan Street,,,HOLYHEAD,LL65 1TL,Mr,Brian,Wills,,,,,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,1046.89,1099.39,0.00,52.50,587.38,638.82,0.00,51.44,Pay As You Go,0.00,1 Year Fixed Loyalty,13.18,Pay As You Go,0.00,1 Year Fixed Loyalty,11.40,A,3206.00,N/A,Pay As You Go,Prepayment,A,7800.37,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,103.94,1634.27,1738.21,3206,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24368318,24368318,Miss,Emma,Bailey,1 Isgraig,,,LLANGEFNI,LL77 7PT,,,,,,,,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,300.82,309.32,0.00,8.50,647.06,704.73,0.00,57.67,Pay As You Go,0.00,1 Year Fixed Loyalty,2.80,Pay As You Go,0.00,1 Year Fixed Loyalty,12.13,A,213.00,N/A,Pay As You Go,Prepayment,A,8788.91,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,66.17,947.88,1014.05,213,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,6935484,6935484,,Anita,Carey,45 A  MARKFIELD CRESCENT,,,LIVERPOOL,L259PD,,,,,,,anita.carey@icloud.com,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,604.43,630.84,0.00,26.41,568.33,617.78,0.00,49.45,Pay As You Go,0.00,1 Year Fixed Loyalty,7.03,Pay As You Go,0.00,1 Year Fixed Loyalty,11.17,A,1431.00,N/A,Pay As You Go,Prepayment,A,7484.83,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,75.86,1172.76,1248.62,1431,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24077134,24077134,Mr,John,Miles,41 NIMROD Walk,,,HOLYHEAD,LL65 2EW,,,,,,,turbo464@icloud.com,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,1493.83,1572.68,0.00,78.85,330.88,355.56,0.00,24.68,Pay As You Go,0.00,1 Year Fixed Loyalty,19.39,Pay As You Go,0.00,1 Year Fixed Loyalty,8.28,A,4999.00,N/A,Pay As You Go,Prepayment,A,3552.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,103.53,1824.71,1928.24,4999,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,24458498,24458498,Miss,Leanne,Nutton,5 Ambleside Close,,,REDHILL,RH1 5SL,,,,,,,nuttybabe16@hotmail.co.uk,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,1896.61,2002.02,0.00,105.41,475.74,515.80,0.00,40.06,Pay As You Go,0.00,1 Year Fixed Loyalty,102.56,Pay As You Go,0.00,1 Year Fixed Loyalty,15.74,A,6805.00,N/A,Pay As You Go,Prepayment,A,5992.87,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,145.47,2372.35,2517.82,6805,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,24074969,24074969,Mr,Vikrant,Singh,13 Dalmore Avenue,Claygate,,ESHER,KT10 0HQ,Mrs,Ma Terressa,Singh,,,,tessmillonap@yahoo.co.uk,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,1385.36,1460.44,0.00,75.08,791.99,865.10,0.00,73.11,Pay As You Go,0.00,1 Year Fixed Loyalty,74.61,Pay As You Go,0.00,1 Year Fixed Loyalty,24.56,A,4741.00,N/A,Pay As You Go,Prepayment,A,11240.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,148.19,2177.35,2325.54,4741,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,24064098,24064098,Mr,Keith,Penfold,24 Wolseley Road,,,TUNBRIDGE WELLS,TN4 9BJ,,,,,,,keithpenfold1@gmail.com,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,2048.69,2163.13,0.00,114.44,826.22,902.91,0.00,76.69,Pay As You Go,0.00,1 Year Fixed Loyalty,110.88,Pay As You Go,0.00,1 Year Fixed Loyalty,25.51,A,7419.00,N/A,Pay As You Go,Prepayment,A,11808.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,191.13,2874.91,3066.04,7419,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,23927355,23927355,Miss,Jodie,Stanley,4 Woods Ley,Ash,,CANTERBURY,CT3 2HF,,,,,,,,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,710.89,745.93,0.00,35.04,643.97,701.60,0.00,57.63,Pay As You Go,0.00,1 Year Fixed Loyalty,37.72,Pay As You Go,0.00,1 Year Fixed Loyalty,20.43,A,2018.00,N/A,Pay As You Go,Prepayment,A,8784.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,92.67,1354.86,1447.53,2018,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,24472597,24472597,Mr,Brian,Francis,12 Selby Road,,,CARSHALTON,SM5 1LD,,,,,,,,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,848.86,892.09,0.00,43.23,626.85,682.70,0.00,55.85,Pay As You Go,0.00,1 Year Fixed Loyalty,45.27,Pay As You Go,0.00,1 Year Fixed Loyalty,19.95,A,2575.00,N/A,Pay As You Go,Prepayment,A,8500.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,99.08,1475.71,1574.79,2575,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,23841187,23841187,Mr,Abraham,Mulue,197 Wallis Place Hart Street,,,MAIDSTONE,ME16 8FE,,,,,,,abrahammulue0@gmail.com,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,392.85,409.02,0.00,16.17,276.20,295.39,0.00,19.19,Pay As You Go,0.00,1 Year Fixed Loyalty,20.33,Pay As You Go,0.00,1 Year Fixed Loyalty,10.17,A,734.00,N/A,Pay As You Go,Prepayment,A,2682.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,35.36,669.05,704.41,734,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,23927085,23927085,Mr,Kevin,Warner,5 New Cross Road,,,GUILDFORD,GU2 9NS,,,,,,,,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,770.59,809.17,0.00,38.58,301.45,323.29,0.00,21.84,Pay As You Go,0.00,1 Year Fixed Loyalty,40.98,Pay As You Go,0.00,1 Year Fixed Loyalty,10.89,A,2259.00,N/A,Pay As You Go,Prepayment,A,3101.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,60.42,1072.04,1132.46,2259,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,6955247,6955247,,Jose,Gama,50 IDEN STREET,,,EASTBOURNE,BN229HF,,,,,,,,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,1401.22,1477.23,0.00,76.01,607.01,660.79,0.00,53.78,Pay As You Go,0.00,1 Year Fixed Loyalty,75.47,Pay As You Go,0.00,1 Year Fixed Loyalty,19.40,A,4805.00,N/A,Pay As You Go,Prepayment,A,8170.91,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,129.79,2008.23,2138.02,4805,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,23841699,23841699,Mr,Kalman,Papp,Flat 6 1-3 Rendezvouz Street,,,FOLKESTONE,CT20 1EY,,,,,,,,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,483.51,505.06,0.00,21.55,191.04,201.33,0.00,10.29,Pay As You Go,0.00,1 Year Fixed Loyalty,25.29,Pay As You Go,0.00,1 Year Fixed Loyalty,7.80,A,1100.00,N/A,Pay As You Go,Prepayment,A,1269.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,31.84,674.55,706.39,1100,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_J,OVO,23590278,23590278,Mrs,Denise,McAffee,20 Rycault Close,,,MAIDSTONE,ME16 8SW,,,,,,,dmcaffee32@o2.co.uk,N,N,0.5782,0.5929,0.2477,0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0603,0.0666,797.58,837.77,0.00,40.19,586.73,638.38,0.00,51.65,Pay As You Go,0.00,1 Year Fixed Loyalty,42.46,Pay As You Go,0.00,1 Year Fixed Loyalty,18.83,A,2368.00,N/A,Pay As You Go,Prepayment,A,7834.28,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,91.84,1384.31,1476.15,2368,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,23693682,23693682,Miss,Joyce,Harrington,GROUND FLOOR LEFT 79 CRAIGOWAN Road,,,DUNDEE,DD2 4NJ,,,,,,,joyceharrington56@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,582.46,609.24,0.00,26.78,477.63,517.88,0.00,40.25,Pay As You Go,0.00,1 Year Fixed Loyalty,9.57,Pay As You Go,0.00,1 Year Fixed Loyalty,13.26,A,1457.00,N/A,Pay As You Go,Prepayment,A,6023.58,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,67.03,1060.09,1127.12,1457,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,23702154,23702154,Mr,Jordan,Morrison,2 Blackiemuir Avenue,Grampian House,,LAURENCEKIRK,AB30 1BS,,,,,,,jordanm19972009@mail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,614.98,643.72,0.00,28.74,339.24,364.97,0.00,25.73,Pay As You Go,0.00,1 Year Fixed Loyalty,9.94,Pay As You Go,0.00,1 Year Fixed Loyalty,10.35,A,1590.00,N/A,Pay As You Go,Prepayment,A,3719.39,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,54.47,954.22,1008.69,1590,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24128937,24128937,Mr,Adam,Agnieszka Zawada,49 BEAULY Avenue,,,DUNDEE,DD3 0DN,Mrs,Agnieszka,Zawada,,,,,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,1174.50,1236.87,0.00,62.37,1225.94,1344.68,0.00,118.74,Pay As You Go,0.00,1 Year Fixed Loyalty,16.18,Pay As You Go,0.00,1 Year Fixed Loyalty,28.96,A,3878.00,N/A,Pay As You Go,Prepayment,A,18482.92,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,181.11,2400.44,2581.55,3878,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24062903,24062903,Mr,Daniel ROBERT,Lawson,BXR 94A RANNOCH Road,,,PERTH,PH1 2DJ,,,,,,,danialrobertlawson81d258363c@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,1271.34,1339.53,0.00,68.19,692.55,755.34,0.00,62.79,Pay As You Go,0.00,1 Year Fixed Loyalty,17.26,Pay As You Go,0.00,1 Year Fixed Loyalty,17.77,A,4274.00,N/A,Pay As You Go,Prepayment,A,9602.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,130.98,1963.89,2094.87,4274,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,23871209,23871209,Miss,Emma,Goodridge,1 GORDON Street,Portknockie,,BUCKIE,AB56 4NQ,,,,,,,,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,258.19,265.48,0.00,7.29,116.58,118.95,0.00,2.37,Pay As You Go,0.00,1 Year Fixed Loyalty,5.95,Pay As You Go,0.00,1 Year Fixed Loyalty,5.68,A,131.00,N/A,Pay As You Go,Prepayment,A,12.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,9.66,374.77,384.43,131,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,23994014,23994014,Miss,Siobhan,Barrett,GROUND FLOOR RIGHT 11 FINDALE Street,,,DUNDEE,DD4 9LE,,,,,,,shivvy_2005@hotmail.co.uk,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,632.10,661.87,0.00,29.77,507.99,551.42,0.00,43.43,Pay As You Go,0.00,1 Year Fixed Loyalty,10.13,Pay As You Go,0.00,1 Year Fixed Loyalty,13.90,A,1660.00,N/A,Pay As You Go,Prepayment,A,6528.99,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,73.20,1140.09,1213.29,1660,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,23694094,23694094,Mrs,Michelle,Emuh,21 NAPIER Drive,,,DUNDEE,DD2 2TA,,,,,,,shellebelles80@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,1220.47,1285.61,0.00,65.14,750.65,819.53,0.00,68.88,Pay As You Go,0.00,1 Year Fixed Loyalty,16.69,Pay As You Go,0.00,1 Year Fixed Loyalty,18.99,A,4066.00,N/A,Pay As You Go,Prepayment,A,10569.28,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,134.02,1971.12,2105.14,4066,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24515828,24515828,Ms,Jennifer,Easton,1X 8 BLACKLOCK Crescent,,,DUNDEE,DD4 8EN,,,,,,,jennifereaston020@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,526.46,549.87,0.00,23.41,906.14,991.34,0.00,85.20,Pay As You Go,0.00,1 Year Fixed Loyalty,8.94,Pay As You Go,0.00,1 Year Fixed Loyalty,22.25,A,1228.00,N/A,Pay As You Go,Prepayment,A,13158.31,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,108.61,1432.60,1541.21,1228,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24553946,24553946,Mr,Robert,Reith,16 GREYHOUND Drive,OLDMELDRUM,,INVERURIE,AB51 0PS,Mrs,Rebecca,Reith,,,,jrshrek16@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,2050.95,2166.01,0.00,115.06,754.97,824.31,0.00,69.34,Pay As You Go,0.00,1 Year Fixed Loyalty,25.97,Pay As You Go,0.00,1 Year Fixed Loyalty,19.08,A,7462.00,N/A,Pay As You Go,Prepayment,A,10641.24,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,184.40,2805.92,2990.32,7462,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24013642,24013642,Mr,James,Daley,2 ENDRICK Road,Balfron,,GLASGOW,G63 0TY,,,,,,,jobod65@gmail.com,N,N,0.6196,0.6343,0.2445,0.2592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3174,0.3237,0.0601,0.0664,1338.83,1411.09,0.00,72.26,474.71,514.66,0.00,39.95,Pay As You Go,0.00,1 Year Fixed Loyalty,18.02,Pay As You Go,0.00,1 Year Fixed Loyalty,13.20,A,4550.00,N/A,Pay As You Go,Prepayment,A,5975.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,112.21,1813.54,1925.75,4550,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_L,OVO,24118772,24118772,Mr,Clive,Kemmish,71 Avalon Road,,,BRIDGWATER,TA6 4JE,,,,,,,clivekemmish51@gmail.com,N,N,0.6810,0.6957,0.2371,0.2518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0646,0.0709,528.81,551.56,0.00,22.75,186.88,196.23,0.00,9.35,Pay As You Go,0.00,1 Year Fixed Loyalty,27.32,Pay As You Go,0.00,1 Year Fixed Loyalty,8.73,A,1182.00,N/A,Pay As You Go,Prepayment,A,1120.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,32.10,715.69,747.79,1182,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_L,OVO,6749648,6749648,,Dina,Rowe,140 Whitefield Road,,,BRISTOL,BS57TZ,,,,,,,,N,N,0.6810,0.6957,0.2371,0.2518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0646,0.0709,1003.70,1055.89,0.00,52.19,439.40,473.39,0.00,33.99,Pay As You Go,0.00,1 Year Fixed Loyalty,37.62,Pay As You Go,0.00,1 Year Fixed Loyalty,19.40,A,3185.00,N/A,Pay As You Go,Prepayment,A,5030.53,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,86.18,1443.10,1529.28,3185,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_L,OVO,23458104,23458104,Mr,Anthony,Donavon,19 Hurrell Court,,,KINGSBRIDGE,TQ7 1HT,,,,,,,donovananthony680@gmail.com,N,N,0.6810,0.6957,0.2371,0.2518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0646,0.0709,633.36,662.60,0.00,29.24,385.28,413.99,0.00,28.71,Pay As You Go,0.00,1 Year Fixed Loyalty,29.59,Pay As You Go,0.00,1 Year Fixed Loyalty,17.12,A,1623.00,N/A,Pay As You Go,Prepayment,A,4192.37,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,57.95,1018.64,1076.59,1623,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_L,OVO,23857924,23857924,Mrs,Sheena,Cook,7 Pendock Road,,,BRISTOL,BS16 2PP,Mr,Steven,Cook,,,,sheenatindal@aol.com,N,N,0.6810,0.6957,0.2371,0.2518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3138,0.3201,0.0646,0.0709,919.06,966.00,0.00,46.94,404.88,435.51,0.00,30.63,Pay As You Go,0.00,1 Year Fixed Loyalty,35.78,Pay As You Go,0.00,1 Year Fixed Loyalty,17.95,A,2828.00,N/A,Pay As You Go,Prepayment,A,4496.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,77.57,1323.94,1401.51,2828,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
